NFC Sensor Tag Measurement
2018/07/31 15:14:08

t	 Data
0.0	603
 0.015338041999712004	 597
 0.030598124999414722	 599
 0.0468287080002483	 601
 0.06350087600003462	 609
 0.07933045899972058	 611
 0.09525475000009465	 611
 0.1110326250000071	 609
 0.12624220799989416	 615
 0.14117566699951567	 617
 0.15584737500012125	 619
 0.17223858299985295	 619
 0.1888180839996494	 623
 0.20563716699962242	 629
 0.2213991669996176	 633
 0.23784799999975803	 631
 0.25465512499977194	 631
 0.2715483330002826	 633
 0.28812366599959205	 637
 0.30440612500024145	 641
 0.32066745900010574	 643
 0.3367426249997152	 643
 0.3543861669995749	 643
 0.37238499999966734	 645
 0.3896454169998833	 649
 0.40514249999978347	 651
 0.4211126250002053	 653
 0.4380590829996436	 655
 0.4547902919994158	 655
 0.47066875000018626	 655
 0.48713216699979967	 657
 0.5035487089999151	 663
 0.5217857919997186	 667
 0.5394700839997313	 673
 0.5565812919994642	 753
 0.5728958330000751	 909
 0.5899540840000554	 929
 0.6068744579997656	 859
 0.6239592920001087	 865
 0.6409337919994869	 901
 0.6580617499994332	 905
 0.6751319590002822	 867
 0.6918352499997127	 863
 0.7083815010000762	 869
 0.7253804590000072	 875
 0.7423284579999745	 843
 0.75923583399981	 801
 0.7752616249999846	 731
 0.7916884999995091	 687
 0.8080157919994235	 579
 0.8248141670001132	 505
 0.8409899170001154	 583
 0.8573557499994422	 569
 0.8740842509996583	 571
 0.8907218340000327	 573
 0.907066499999928	 577
 0.9237732920000781	 585
 0.9409664169997995	 591
 0.9574817499997152	 593
 0.9737386669994521	 593
 0.9909877499994764	 597
 1.0075829580000573	 601
 1.0241654589999598	 603
 1.0405147920000672	 609
 1.0578366669997195	 611
 1.0743449169995074	 613
 1.091318042000239	 613
 1.1072410420001688	 617
 1.1247902089999116	 621
 1.140690624999479	 629
 1.1573445419999189	 627
 1.174327833999996	 629
 1.1911177089996272	 631
 1.2071573749999516	 633
 1.223463458999504	 641
 1.2398472919994674	 643
 1.2581141669998033	 645
 1.2742635419999715	 643
 1.2906201670002702	 645
 1.3068530840000676	 649
 1.3234531259995492	 653
 1.3401387089998025	 655
 1.3568939169999794	 655
 1.373471375999543	 655
 1.389776750999772	 659
 1.4084522510001989	 661
 1.4246015009994153	 665
 1.4413298749996102	 667
 1.457963082999413	 667
 1.474594583999533	 667
 1.4908359169994583	 667
 1.507328208999752	 671
 1.5241100009998263	 677
 1.541244916999858	 687
 1.5572637499999473	 741
 1.574231501000213	 889
 1.5910737499998504	 941
 1.6079275000001871	 875
 1.6246965419995831	 865
 1.641698292000001	 903
 1.658000374999574	 919
 1.6753985839995948	 879
 1.6917236250001224	 865
 1.709425334000116	 875
 1.7259622920000766	 873
 1.7425725000002785	 863
 1.7588150840001617	 819
 1.7757969169997523	 759
 1.7916674999996758	 717
 1.8080455419994905	 637
