NFC Sensor Tag Measurement
2018/07/31 15:12:06

t	 Data
0.0	583
 0.020172249999632186	 591
 0.03518016700036242	 585
 0.05059837499993591	 589
 0.06557024999983696	 591
 0.08142837499963207	 593
 0.10025208400020347	 605
 0.11698204200001783	 603
 0.13335683300010714	 609
 0.14942641699963133	 609
 0.16502587499962829	 609
 0.18124224999974103	 613
 0.19700604199988447	 617
 0.21211529199990764	 619
 0.226985125000283	 617
 0.24170554200009065	 619
 0.25680733300032443	 627
 0.27235908300008305	 629
 0.28803400000015245	 629
 0.30326262499966106	 631
 0.31937179200031096	 635
 0.3363846669999475	 641
 0.35297875000014756	 643
 0.3690294999996695	 643
 0.3849218750001455	 641
 0.4009887499996694	 647
 0.4181547079997472	 651
 0.43527862500013725	 657
 0.45210304200008977	 655
 0.4683067080004548	 657
 0.4846235840004738	 655
 0.5014479999999821	 663
 0.5176163750002161	 665
 0.5333899170000223	 665
 0.5497101669998301	 667
 0.565972917000181	 671
 0.5822760419996484	 733
 0.5995059169999877	 885
 0.6169452499998442	 951
 0.6340820420000455	 871
 0.6516882920004718	 859
 0.6681596669995997	 897
 0.6856159589997333	 907
 0.7025084590004553	 877
 0.718708708000122	 859
 0.735062542000378	 877
 0.7532899999996516	 877
 0.7696632090001003	 849
 0.7858661250002115	 803
 0.8021186249998209	 753
 0.8186380420002024	 699
 0.8359424589998525	 611
 0.8521144590004042	 505
 0.868219042000419	 589
 0.8855516249996072	 557
 0.9021456250002302	 577
 0.9183041670003149	 579
 0.9350117499998305	 587
 0.9525133340002867	 591
 0.9683816249998927	 593
 0.9850818750001054	 597
 1.0020410420002008	 605
 1.0181989169996086	 609
 1.0346941670004526	 611
 1.0511985419998382	 613
 1.0674789169997894	 613
 1.0841747499998746	 615
 1.1020737919998282	 623
 1.11823962499966	 627
 1.1351038339998922	 629
 1.1515926250003758	 631
 1.169306959000096	 631
 1.1869229169997197	 633
 1.2033655420000287	 635
 1.2202826250004364	 641
 1.2375122499997815	 645
 1.254335374999755	 649
 1.2716569169997456	 647
 1.2879599999996572	 649
 1.3041846670002997	 649
 1.3210531249997075	 651
 1.338462208999772	 657
 1.3553835000002437	 659
 1.3726923750000424	 661
 1.3898014169999442	 661
 1.4064761669997097	 661
 1.4234921670004042	 665
 1.440500792000421	 669
 1.457650792000095	 671
 1.4739047499997469	 671
 1.4910705840002265	 671
 1.508049041999584	 673
 1.5249080840003444	 673
 1.541424791999816	 677
 1.5582798340001318	 683
 1.5753080419999606	 703
 1.5927811250003288	 789
 1.6103987919996143	 941
 1.6278227920001882	 921
 1.6454028340003788	 867
 1.6628942090001146	 885
 1.6792902919996777	 917
 1.6947867919998316	 901
 1.71044429199992	 879
 1.7261321670002872	 865
 1.741327167000236	 879
 1.7567770839996228	 881
 1.7728883749996385	 865
 1.7897596669999984	 815
 1.806292874999599	 765
 1.8223900000002686	 713
 1.8384180840002955	 631
 1.854945625000255	 523
 1.871206834000077	 593
 1.887107042000025	 563
 1.902903709000384	 583
 1.9196956249998038	 587
 1.935985625000285	 593
 1.95263391699973	 593
 1.9704140000003463	 597
 1.9874721670003055	 603
 2.0033893749996423	 601
