NFC Sensor Tag Measurement
2018/07/31 15:09:35

t	 Data
0.0	639
 0.01654599999983475	 635
 0.03164512500006822	 635
 0.0474680420002187	 639
 0.06292416700034664	 643
 0.07925595800043084	 643
 0.09543804199984152	 641
 0.11199170899999444	 643
 0.1283064999997805	 647
 0.14475587500055553	 651
 0.1600962080001409	 653
 0.17545262500061654	 649
 0.19049170800008142	 649
 0.20679695899980288	 653
 0.2221536670003843	 657
 0.23813779200008867	 655
 0.2538905830006115	 655
 0.2702872079998997	 657
 0.2876012090000586	 661
 0.3046329999997397	 667
 0.32134483400022873	 671
 0.33722483400015335	 699
 0.353337334000571	 805
 0.37067054199997074	 935
 0.38788579199990636	 895
 0.4042700830004833	 849
 0.42040141699999367	 873
 0.4369049590004579	 913
 0.4536972080004489	 887
 0.4700133329997698	 863
 0.4866840840004443	 861
 0.505795666999802	 869
 0.5235801250000804	 871
 0.5410940000001574	 829
 0.557961874999819	 771
 0.5745080000006055	 719
 0.5916610000003857	 645
 0.6089282499997353	 537
 0.6253684580005938	 551
 0.6421170419998816	 547
 0.6592642499999783	 565
 0.676420834000055	 569
 0.6931112500005838	 571
 0.7094840830004614	 577
 0.7268207920005807	 585
 0.7438761250004973	 589
 0.7604215830006069	 593
 0.7769177090003723	 593
 0.7941461669997807	 593
 0.811262875000466	 597
 0.8277861670003404	 601
 0.8440584170002694	 609
 0.8608745830006228	 611
 0.8781320420002885	 613
 0.894520542000464	 613
 0.9108313750002708	 615
 0.9279274589998749	 621
 0.9448348750001969	 625
 0.9613775420002639	 629
 0.9777967090003585	 627
 0.9946881670002767	 631
 1.0118940000002112	 631
 1.028324667000561	 637
 1.0446099170003436	 641
 1.061762584000462	 645
 1.0790527500003009	 647
 1.0954021670004295	 647
 1.1119206670000494	 647
 1.1288295419999486	 651
 1.145636375000322	 655
 1.1621662090001337	 657
 1.1790933749998658	 657
 1.1961832090000826	 661
 1.2134211669999786	 657
 1.2304373750002924	 661
 1.2476157500004774	 665
 1.2641044590000092	 669
 1.280547542000022	 669
 1.2975552090001656	 671
 1.314590083999974	 671
 1.3311091260002286	 673
 1.3477544590004982	 721
 1.3650647089998529	 865
 1.3825932090003334	 955
 1.3990226670002812	 887
 1.415610208000544	 853
 1.4352502920000916	 901
 1.4557228330004364	 917
 1.473720625000169	 871
 1.4910484590000124	 867
 1.508472041999994	 877
 1.5251884589997644	 879
 1.542054417000145	 845
 1.5587720840003385	 789
 1.5762002920000668	 741
 1.5927784590003284	 675
 1.6091801669999768	 569
 1.6254968339999323	 523
 1.642681375000393	 577
 1.6589522499998566	 575
 1.6753812090000793	 575
 1.691986333999921	 577
 1.708908749999864	 585
 1.7251040000001012	 591
 1.7416408340004637	 597
 1.758030209000026	 597
 1.7749056250004287	 599
 1.7915273759999764	 601
 1.8079841670005408	 605
 1.8241635419999511	 611
 1.841066709000188	 613
 1.8575641249999535	 615
 1.873910875000547	 615
 1.8907652090001648	 617
 1.908174959000462	 623
 1.9245349170005284	 627
 1.941045167000084	 633
 1.9578630840005644	 631
 1.974223625000377	 631
 1.9908191670001543	 631
 2.007515959000557	 637
 2.0247155420001945	 643
 2.0412178340002356	 647
 2.0583775420000165	 647
 2.074683042000288	 645
 2.091328667000198	 645
 2.107736584000122	 649
 2.124310959000468	 655
 2.1410696259999895	 655
 2.159139334000429	 657
 2.1762212089997774	 657
 2.1928984590003893	 657
 2.209361666999939	 663
 2.2257067090004057	 663
 2.2424207920003028	 665
 2.2588391670005876	 669
 2.2752492090003216	 665
 2.291614834000029	 665
 2.3082666259997495	 673
 2.3246292499998162	 675
 2.341139334000218	 681
 2.358022584000537	 735
 2.3748096670005907	 887
 2.39149212600023	 949
 2.4083683759999985	 875
 2.425009958999908	 857
 2.441968416999771	 903
 2.458666209000512	 917
 2.4753418340005737	 885
 2.492214292000426	 859
 2.508946959000241	 873
 2.5255050000005212	 881
 2.5424769170003856	 863
 2.5593061670006136	 823
 2.576030791999983	 751
 2.592818750999868	 705
 2.609187500999724	 627
 2.6255921669999225	 529
 2.642309292000391	 599
 2.6587152090005475	 565
 2.674861250000504	 579
 2.691794125999877	 577
 2.7082072920002247	 581
 2.7249745839999377	 587
 2.7417187920000288	 593
 2.7585050010002305	 593
 2.7750003760002073	 595
 2.7914865840002676	 599
 2.8085466669999732	 601
 2.8250007920005373	 607
 2.8414540419998957	 611
 2.8582559590004166	 611
 2.8751720010004647	 613
 2.89179491699997	 615
 2.908816416999798	 619
